Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
743014958796005376,ctrp,2016-06-15 09:39:00,travel company soar earnings ctrp,0.0,0.0,1675.0,542.0,False,0
743013854133784576,ctrp,2016-06-15 09:34:00,unusual put activity,0.0,0.0,4864.0,2512.0,False,1
743010786512080896,ctrp,2016-06-15 09:22:00,us earnings release today pgr per kutv ctrp shi qunr jbl clc kfy cfi kz,0.0,0.0,375.0,612.0,False,1
743006785976442880,ctrp,2016-06-15 09:06:00,rlog qunr cfi ctrp earnings scheduled june 15 2016,0.0,0.0,85219.0,86853.0,False,1
743005907970318338,ctrp,2016-06-15 09:03:00,rlog qunr cfi ctrp earnings scheduled june 15 2016,0.0,0.0,2290.0,137.0,False,1
742987520972103680,ctrp,2016-06-15 07:50:00,ctrp ctrp xlb chk ir,0.0,0.0,55.0,39.0,False,1
742984122310766592,ctrp,2016-06-15 07:36:00,ati allegheny technologies bid size ati ctrp xlb slw,0.0,0.0,86.0,40.0,False,0
742983366400741376,ctrp,2016-06-15 07:33:00,agen agenus inc chart agen dgld vxx ctrp,0.0,0.0,80.0,41.0,False,1
742947013558476806,ctrp,2016-06-15 05:09:00,five stocks watch week june 14 2016 ctrp swhc rad orcl kr,0.0,0.0,1675.0,542.0,False,1
742945015136178177,ctrp,2016-06-15 05:01:00,seasonal charts companies reporting earnings today,0.0,0.0,2090.0,343.0,False,1
742941338606436352,ctrp,2016-06-15 04:46:00,slw silver wheaton corp exchange slw gild rwm ctrp,0.0,0.0,77.0,40.0,False,1
742937693408141312,ctrp,2016-06-15 04:32:00,onvo organovo holdings inc filings onvo ctrp sq mnkd,0.0,0.0,113.0,40.0,False,1
742933790977339392,ctrp,2016-06-15 04:16:00,ivr invesco mortgage capital inc current price ivr ctrp cybr sco,0.0,0.0,59.0,40.0,False,1
742926286574616577,ctrp,2016-06-15 03:46:00,ctrp ctrp gs oih onvo,0.0,0.0,80.0,41.0,False,1
742924361930248193,ctrp,2016-06-15 03:39:00,travel company soar earnings ctrp,1.0,0.0,377.0,13.0,False,1
742886985719631873,ctrp,2016-06-15 01:10:00,xli industrial select sector spdr fund summary xli avxl jo ctrp,0.0,0.0,58.0,40.0,False,0
742886778235822080,ctrp,2016-06-15 01:09:00,wednesdays ctrp kr orcl,0.0,0.0,183.0,70.0,False,1
742886607498285057,ctrp,2016-06-15 01:09:00,xiv velocityshares daily inverse vix short term etn company info xiv kgnx dlph ctrp,0.0,0.0,73.0,40.0,False,1
742866097792225280,ctrp,2016-06-14 23:47:00,slingshot bear,0.0,0.0,4864.0,2512.0,False,0
742865382730436608,ctrp,2016-06-14 23:44:00,earnings reaction keep eye wednesday clc jbl qunr ctrp kfy tpb cfi kz rlog,0.0,0.0,809.0,1906.0,False,0
742856410308939776,ctrp,2016-06-14 23:09:00,five stocks watch week june 14 2016 ctrp swhc rad orcl kr,0.0,0.0,377.0,13.0,False,1
742854579788845060,ctrp,2016-06-14 23:01:00,nasdaq100 performance symc endp yhoo atvi ctrp tsco mnst xlnx bmrn sbux vrtx ctsh fb,0.0,0.0,870.0,7.0,False,0
742853873912688641,ctrp,2016-06-14 22:58:00,5 stocks set soar bullish earnings,0.0,0.0,167.0,3.0,False,1
742853802794094594,ctrp,2016-06-14 22:58:00,travel company soar earnings,0.0,0.0,167.0,3.0,False,0
742853733848092676,ctrp,2016-06-14 22:58:00,investing action plan wed fed northrop gm ctrip oil,0.0,0.0,167.0,3.0,False,0
