Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
743012621230723072,myl,2016-06-15 09:29:00,mylan nv myl shares sold investec asset management ltd,0.0,0.0,1173.0,58.0,False,1
743010086122098688,myl,2016-06-15 09:19:00,prgo dollars 13.30 pre maket positive 4.8 percent surprised holding gains despite ceo denying rumors last night long dollars 10 myl bid above dollars 80,0.0,0.0,19.0,154.0,False,0
743007932011417602,myl,2016-06-15 09:11:00,rt myl wall street analysts bullish myls earnings growth,0.0,1.0,878.0,128.0,True,1
743006894420316160,myl,2016-06-15 09:07:00,myl wall street analysts bullish myls earnings growth,0.0,1.0,291.0,0.0,False,0
742990466564657152,myl,2016-06-15 08:01:00,rt hearing prgo near agreement acquired watch vrx myl,0.0,4.0,821.0,454.0,True,1
742987818721521664,myl,2016-06-15 07:51:00,rt hearing prgo near agreement acquired watch vrx myl,0.0,4.0,750.0,1916.0,True,1
742805933349298176,myl,2016-06-14 19:48:00,good thing myl holder cant try buy prgo yet,0.0,0.0,669.0,60.0,False,1
742875238317187072,myl,2016-06-15 00:23:00,rt daily market recap june 14 2016 prgo myl db biib ibb bidu baba wfm fxb mon,0.0,2.0,1650.0,2432.0,True,0
742873917560213504,myl,2016-06-15 00:18:00,daily market recap june 14 2016 prgo myl db biib ibb bidu baba wfm fxb mon,3.0,2.0,30349.0,18269.0,False,0
742851876308299776,myl,2016-06-14 22:51:00,ichimoku,0.0,0.0,4864.0,2512.0,False,1
742832337763766272,myl,2016-06-14 21:33:00,rt strong 4 us today gbx uhs arii pkx south korea myl slw baba china cls canada teva israel scvl gt …,0.0,2.0,813.0,2782.0,True,1
742829053913276417,myl,2016-06-14 21:20:00,rt myl wells fargo mylan next line pricing scrutiny 100 percent price hike many drugs past 6 months,0.0,13.0,2041.0,1266.0,True,0
742809080859918336,myl,2016-06-14 20:01:00,top money flow market eqix gdx wday xli iwm nasdaq biib pcln celg brcm myl sp500 ace f biib pcln celg,0.0,0.0,213.0,64.0,False,0
742804173733957632,myl,2016-06-14 19:41:00,rt hearing prgo near agreement acquired watch vrx myl,0.0,4.0,483.0,708.0,True,1
742802563897143298,myl,2016-06-14 19:35:00,rt hearing prgo near agreement acquired watch vrx myl,0.0,4.0,383.0,298.0,True,0
742802069258657792,myl,2016-06-14 19:33:00,myl holding hands prgo,0.0,0.0,262.0,94.0,False,1
742802032587857920,myl,2016-06-14 19:32:00,myl moving prgo,0.0,0.0,455.0,390.0,False,0
742801888874094592,myl,2016-06-14 19:32:00,hearing prgo near agreement acquired watch vrx myl,6.0,4.0,6640.0,489.0,False,1
742787698461642752,myl,2016-06-14 18:36:00,myl opioid overdose drug inspires praise pricing concerns,0.0,0.0,638.0,0.0,False,0
742765533586718720,myl,2016-06-14 17:07:00,pricing trouble ahead mylan analyst calls recent hikes beacons scrutiny,0.0,0.0,61.0,26.0,False,1
742752740292497408,myl,2016-06-14 16:17:00,pricing trouble ahead mylan analyst calls recent hikes beacons scrutiny,1.0,1.0,53354.0,478.0,False,1
742699545763708928,myl,2016-06-14 12:45:00,myl new sec documents mylan n v stock news alerts app,0.0,0.0,1221.0,10.0,False,1
742698750888402944,myl,2016-06-14 12:42:00,registration securities business combinations,0.0,0.0,340.0,27.0,False,1
742678747149524992,myl,2016-06-14 11:23:00,agen agn alxn biib egrx flml gale mrk myl pfe prgo sph,0.0,0.0,91.0,124.0,False,0
742663974156701696,myl,2016-06-14 10:24:00,c bidwell associates ltd invests dollars 656000 mylan nv myl,0.0,0.0,2226.0,11.0,False,1
742657031061004288,myl,2016-06-14 09:56:00,monetary management group inc dollars 24000 stake mylan nv myl,0.0,0.0,422.0,10.0,False,1
742517676115890177,myl,2016-06-14 00:43:00,nasdaq100 performance symc nvda endp ntes myl vrsk intc isrg tmus sbux srcl cern nflx,0.0,0.0,869.0,7.0,False,1
742448952231002112,myl,2016-06-13 20:09:00,investors realize cos like myl teva bundle thousands drugs together whole basket down yoy not epi,0.0,0.0,37.0,93.0,False,1
742495812794585090,myl,2016-06-13 23:16:00,50 day support,0.0,0.0,4864.0,2512.0,False,1
742460852129927172,myl,2016-06-13 20:57:00,rt another would epipen rival falls flat fda leaving mylans med unchallenged,0.0,1.0,220.0,610.0,True,0
742446693048848385,myl,2016-06-13 20:01:00,top money flow market eqix gdx wday xli iwm nasdaq biib pcln celg brcm myl sp500 ace f biib pcln celg,0.0,0.0,213.0,64.0,False,1
742438642606608385,myl,2016-06-13 19:29:00,rt icymi mylan raised prices drugs huge amounts year gallstone med jumped 542 percent,0.0,3.0,73.0,122.0,True,1
742437873933123584,myl,2016-06-13 19:25:00,rt vrx myl cvrx endp hznp mylan could next target price hike criticism,0.0,1.0,2273.0,3265.0,True,0
742435428393979904,myl,2016-06-13 19:16:00,vrx myl cvrx endp hznp mylan could next target price hike criticism,1.0,1.0,517.0,640.0,False,0
742427683758313472,myl,2016-06-13 18:45:00,large put trades,0.0,0.0,4864.0,2512.0,False,1
742422565189099520,myl,2016-06-13 18:25:00,curses epipen another would rival falls flat fda leaving mylans med unchallenged,0.0,0.0,53354.0,478.0,False,1
742418107013156864,myl,2016-06-13 18:07:00,myl jun 44 puts uts sweeper,1.0,0.0,1173.0,56.0,False,1
742417979875438592,myl,2016-06-13 18:06:00,myl 44 puts buying activity expiring 24 jun volume 766,0.0,0.0,1868.0,32.0,False,1
742415504988475392,myl,2016-06-13 17:57:00,another would epipen rival falls flat fda leaving mylans med unchallenged,0.0,1.0,1445.0,235.0,False,1
742413384272859136,myl,2016-06-13 17:48:00,mylan raised prices drugs huge amounts year 542 percent,0.0,0.0,56.0,26.0,False,1
