Ticker,Date,Sentiment_Weighted,Sentiment_mean,Tweets,Tweets_mean,Adj Close,Percent_Change,Percent_Change_Bin,Volume_Change,Volume_Change_Bin,Close,Volume,Low,High,Open
esrx,2016-03-28,1.0,1.0,2,2.0,67.66999816894531,1.507321265052175,1,0.6013592933827194,1,67.66999816894531,3604667.0,67.44249725341797,68.19999694824219,67.69000244140625
esrx,2016-03-29,0.3793103448275862,0.6896551724137931,29,15.5,68.69000244140625,0.5240946244814193,1,33.39286068834066,2,68.69000244140625,3626344.0,67.55999755859375,69.06999969482422,67.7300033569336
esrx,2016-03-30,0.3055555555555556,0.5616219667943806,36,22.333333333333332,69.05000305175781,-0.5213621932524948,0,32.306455440697725,2,69.05000305175781,4837284.0,68.9000015258789,70.0,68.9000015258789
esrx,2016-03-31,0.6538461538461539,0.4462373514097652,26,30.333333333333332,68.69000244140625,0.611440026230281,1,-29.90786462394994,0,68.69000244140625,6400039.0,68.1500015258789,69.94000244140625,69.05000305175781
esrx,2016-04-01,0.17391304347826086,0.3777715842933234,23,28.333333333333332,69.11000061035156,-1.143106509261138,0,16.74593684600987,1,69.11000061035156,4485924.0,68.05000305175781,69.30000305175781,69.16999816894531
esrx,2016-04-04,0.5263157894736842,0.5119925417408254,19,23.0,68.31999969482422,-1.580798940103778,0,17.733516079596214,1,68.31999969482422,5237134.0,68.05999755859375,70.37000274658203,69.62000274658203
esrx,2016-04-05,0.34782608695652173,0.47978642257818455,46,29.333333333333332,67.23999786376953,2.7959621394120893,2,-3.749791999885821,0,67.23999786376953,6165862.0,66.88999938964844,68.16999816894531,67.52999877929688
esrx,2016-04-06,0.40625,0.426797292143402,32,32.333333333333336,69.12000274658203,1.345486499162174,1,32.9196895185988,2,69.12000274658203,5934655.0,66.9000015258789,69.16000366210938,66.9000015258789
esrx,2016-04-07,0.4827586206896552,0.412278235882059,29,35.666666666666664,70.05000305175781,0.05709248306993153,1,35.59962349421455,2,70.05000305175781,7888325.0,68.76000213623047,70.9800033569336,68.76000213623047
esrx,2016-04-08,0.4727272727272727,0.4539119644723093,55,38.666666666666664,70.08999633789062,-0.5421561895738614,0,-68.10889952348138,0,70.08999633789062,10696539.0,69.58499908447266,70.94999694824219,70.22000122070312
esrx,2016-04-11,0.4375,0.1346153846153846,16,19.333333333333332,69.70999908447266,0.7889873174310891,1,25.77314903302139,2,69.70999908447266,3411244.0,69.31999969482422,70.41999816894531,70.0999984741211
esrx,2016-04-12,0.22777777777777777,0.15925925925925924,180,70.66666666666667,70.26000213623047,1.209789991854815,1,-18.059546026749306,0,70.26000213623047,4290429.0,69.70999908447266,71.06999969482422,69.7300033569336
esrx,2016-04-13,0.42105263157894735,0.3621101364522417,152,116.0,71.11000061035156,0.084372884374595,1,-29.43397664749401,0,71.11000061035156,3515597.0,70.47000122070312,71.62000274658203,70.69000244140625
esrx,2016-04-14,0.30952380952380953,0.31945140629351154,126,152.66666666666666,71.16999816894531,-0.2669591357311929,0,43.19500390395583,2,71.16999816894531,2480817.0,70.93000030517578,71.63999938964844,71.33000183105469
esrx,2016-04-15,0.22448979591836735,0.31835541234037473,49,109.0,70.9800033569336,1.465191937091137,1,-1.9091849298756958,0,70.9800033569336,3552406.0,70.16000366210938,71.3499984741211,70.91999816894531
esrx,2016-04-18,0.14285714285714285,0.5105820105820106,28,23.666666666666668,72.0199966430664,0.458208617656819,1,-9.267132030681424,0,72.0199966430664,3484584.0,70.70999908447266,72.11000061035156,70.97000122070312
esrx,2016-04-19,0.07142857142857142,0.3677248677248677,28,21.666666666666668,72.3499984741211,1.1333790077653116,1,18.17755402773793,1,72.3499984741211,3161663.0,71.94000244140625,72.58000183105469,72.4000015258789
esrx,2016-04-20,0.4473684210526316,0.22055137844611528,38,31.333333333333332,73.16999816894531,0.21867386376031028,1,-18.068898847439343,0,73.16999816894531,3736376.0,72.36000061035156,73.75,72.4000015258789
esrx,2016-04-21,0.24390243902439024,0.25423314383519774,41,35.666666666666664,73.33000183105469,0.3000152941629253,1,33.7027571054215,2,73.33000183105469,3061254.0,72.48999786376953,73.87000274658203,73.06999969482422
esrx,2016-04-22,0.5925925925925926,0.4279544842232048,27,35.333333333333336,73.55000305175781,0.23113278299347062,1,-8.166199647640681,0,73.55000305175781,4092981.0,73.18000030517578,74.035400390625,73.55000305175781
esrx,2016-04-25,0.1111111111111111,0.33456790123456787,18,21.666666666666668,73.72000122070312,0.7325025862529255,1,69.20186019783226,2,73.72000122070312,3758740.0,73.19999694824219,74.06999969482422,73.48999786376953
esrx,2016-04-26,0.5602836879432624,0.32379826635145786,141,59.666666666666664,74.26000213623047,2.4239097368475404,2,-27.569923731001545,0,74.26000213623047,6359858.0,72.05000305175781,74.33999633789062,73.16000366210938
esrx,2016-04-27,0.3157894736842105,0.3290614242461947,114,91.0,76.05999755859375,-1.4856656451342376,0,-4.207014078086157,0,76.05999755859375,4606450.0,74.68000030517578,76.30000305175781,74.80999755859375
esrx,2016-04-28,0.25925925925925924,0.3784441402955774,54,103.0,74.93000030517578,-1.6014906490789071,0,-16.758206395422626,0,74.93000030517578,4412656.0,74.7300033569336,76.3499984741211,75.5199966430664
esrx,2016-04-29,0.4,0.32501624431448994,35,67.66666666666667,73.7300033569336,-0.14919382251895597,0,-22.741639791635247,0,73.7300033569336,3673174.0,73.19000244140625,74.35800170898438,74.26000213623047
esrx,2016-05-02,0.23076923076923078,0.28812755871579404,13,21.666666666666668,73.62000274658203,-1.1274134747206621,0,41.3586911708014,2,73.62000274658203,2837834.0,73.25,74.12000274658203,73.87000274658203
esrx,2016-05-03,0.27586206896551724,0.22770062932334736,29,19.666666666666668,72.79000091552734,-0.06869494591137393,0,-25.589594979465414,0,72.79000091552734,4011525.0,72.43000030517578,73.70999908447266,72.91999816894531
esrx,2016-05-04,0.65625,0.3876270999115827,32,24.666666666666668,72.73999786376953,0.28869822744008733,1,-8.044745178546542,0,72.73999786376953,2984992.0,72.0999984741211,73.55000305175781,72.5999984741211
esrx,2016-05-05,0.42424242424242425,0.4521181644026471,33,31.333333333333332,72.94999694824219,0.24674477409984963,1,5.810685219667189,1,72.94999694824219,2744857.0,72.55999755859375,73.41000366210938,72.62999725341797
esrx,2016-05-06,0.12903225806451613,0.4031748941023135,31,32.0,73.12999725341797,0.8751530338920288,1,10.663893357278997,1,73.12999725341797,2904352.0,72.13999938964844,73.43000030517578,72.51000213623047
esrx,2016-05-09,1.0,0.4633333333333333,2,15.666666666666666,73.7699966430664,1.1251211452138588,1,32.39183726298347,2,73.7699966430664,3214069.0,72.88999938964844,74.16000366210938,72.95999908447266
esrx,2016-05-10,0.13043478260869565,0.36014492753623184,23,15.0,74.5999984741211,-1.3136672219625112,0,-22.722291615013756,0,74.5999984741211,4255165.0,73.6500015258789,74.9000015258789,74.12999725341797
esrx,2016-05-11,0.7368421052631579,0.6224256292906178,38,21.0,73.62000274658203,-1.3719126576334673,0,14.20824901909623,1,73.62000274658203,3288294.0,73.58999633789062,75.33999633789062,74.7300033569336
esrx,2016-05-12,0.47368421052631576,0.4469870327993897,19,26.666666666666668,72.61000061035156,-0.8263303526753529,0,-35.74735528103692,0,72.61000061035156,3755503.0,72.16000366210938,73.95999908447266,73.55999755859375
esrx,2016-05-13,0.4117647058823529,0.5407636738906089,17,24.666666666666668,72.01000213623047,1.0415219799343012,1,25.06657659935101,2,72.01000213623047,2413010.0,71.83999633789062,72.9000015258789,72.43000030517578
esrx,2016-05-16,0.9285714285714286,0.6540054148749801,14,21.0,72.76000213623047,-0.7421672617824893,0,-0.5836900143776913,0,72.76000213623047,3017869.0,71.76000213623047,72.96009826660156,72.01000213623047
esrx,2016-05-17,0.08,0.3216977225672878,25,20.666666666666668,72.22000122070312,0.4015520778531956,1,-16.039841960047386,0,72.22000122070312,3000254.0,71.88999938964844,73.0999984741211,72.73999786376953
esrx,2016-05-18,0.5357142857142857,0.5147619047619049,28,22.333333333333332,72.51000213623047,-0.220664263405701,0,-3.84161605832114,0,72.51000213623047,2519018.0,71.9000015258789,72.76080322265625,72.2699966430664
esrx,2016-05-20,1.3888888888888888,0.7040343915343915,18,20.666666666666668,72.87000274658203,0.054893528227872856,1,-28.913124956115112,0,72.87000274658203,5312193.0,71.91999816894531,73.41500091552734,72.2699966430664
esrx,2016-05-23,0.9411764705882353,0.5405836753305973,17,40.0,72.91000366210938,1.9750305029268223,1,-4.962116076384326,0,72.91000366210938,3776272.0,72.38999938964844,73.94999694824219,72.68000030517578
esrx,2016-05-24,0.8,0.7568627450980392,25,19.666666666666668,74.3499984741211,0.4976499719913541,1,-14.960925233407885,0,74.3499984741211,3588889.0,73.02999877929688,74.94999694824219,73.02999877929688
esrx,2016-05-25,1.0689655172413792,0.9367139959432048,29,23.666666666666668,74.72000122070312,-0.013386156406669514,0,-23.788433523659236,0,74.72000122070312,3051958.0,74.31999969482422,75.51000213623047,74.41999816894531
esrx,2016-05-26,0.11864406779661017,0.6625365283459964,118,57.333333333333336,74.70999908447266,0.3480151779100993,1,7.624212954304599,1,74.70999908447266,2325945.0,74.38999938964844,74.9800033569336,74.4800033569336
esrx,2016-05-27,0.4375,0.5417031950126631,16,54.333333333333336,74.97000122070312,0.7736452202357968,1,80.2040123358154,2,74.97000122070312,2503280.0,74.62000274658203,75.55000305175781,74.91999816894531
esrx,2016-05-31,0.1,0.1313725490196078,10,10.666666666666666,75.55000305175781,0.38384285164640985,1,-5.456803364035245,0,75.55000305175781,4511011.0,74.44999694824219,75.63999938964844,74.73999786376953
esrx,2016-06-01,0.5555555555555556,0.21851851851851847,27,14.0,75.83999633789062,0.5538051405864941,1,-35.53502652142371,0,75.83999633789062,4264854.0,75.23999786376953,76.19999694824219,75.5199966430664
esrx,2016-06-02,0.23529411764705882,0.2969498910675381,34,23.666666666666668,76.26000213623047,-0.8523492101636054,0,2.2251546463747385,1,76.26000213623047,2749337.0,75.5,76.62999725341797,75.68000030517578
esrx,2016-06-03,0.32,0.3702832244008714,25,28.666666666666668,75.61000061035156,0.515803976326179,1,-10.635634620571189,0,75.61000061035156,2810514.0,74.94999694824219,76.2300033569336,76.16999816894531
esrx,2016-06-06,0.3333333333333333,0.28654970760233917,9,15.666666666666666,76.0,-0.21053113435444137,0,24.734929714070475,2,76.0,2511598.0,75.4000015258789,76.37000274658203,75.7699966430664
esrx,2016-06-07,0.5,0.22514619883040932,28,18.666666666666668,75.83999633789062,1.3449424073235683,1,14.668000919293679,1,75.83999633789062,3132840.0,75.75,76.48999786376953,76.12000274658203
esrx,2016-06-08,-0.09375,0.24652777777777776,32,23.0,76.86000061035156,0.09107428346128987,1,6.350690979340912,1,76.86000061035156,3592365.0,76.05000305175781,77.26000213623047,76.05000305175781
esrx,2016-06-09,0.22580645161290322,0.21068548387096772,31,30.333333333333332,76.93000030517578,-1.3258763018590303,0,-5.054488869926876,0,76.93000030517578,3820505.0,76.19499969482422,77.19000244140625,76.86000061035156
esrx,2016-06-10,0.18518518518518517,0.10574721226602941,27,30.0,75.91000366210938,-0.48742290703737146,0,-9.791095435350627,0,75.91000366210938,3627398.0,75.58999633789062,76.52999877929688,76.11000061035156
esrx,2016-06-13,0.5789473684210527,0.49525470963211654,19,74.0,75.54000091552734,-0.5030411024788073,0,-8.28748293216015,0,75.54000091552734,3272236.0,75.5199966430664,76.59500122070312,75.81999969482422
esrx,2016-06-14,0.2222222222222222,0.4636377267956215,27,28.333333333333332,75.16000366210938,-0.47897896861472944,0,6.759834058079672,1,75.16000366210938,3001050.0,74.79000091552734,76.08999633789062,75.54000091552734
esrx,2016-06-15,1.0,0.6003898635477581,16,20.666666666666668,74.80000305175781,-0.08022083628360654,0,20.37313088108428,2,74.80000305175781,3203916.0,74.72000122070312,75.6500015258789,75.45999908447266
esrx,2016-06-16,2.0,1.074074074074074,3,15.333333333333334,74.73999786376953,-0.21407015960379638,0,82.57756594187605,2,74.73999786376953,3856654.0,73.97000122070312,75.05000305175781,74.05000305175781
