Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
742972122658672640,ebay,2016-06-15 06:48:00,ebay inc ebay rating reiterated stifel nicolaus,0.0,0.0,2226.0,11.0,False,0
742950777803661312,ebay,2016-06-15 05:24:00,kex yield see greater kex afl ebay,0.0,0.0,73.0,40.0,False,1
742929771630301185,ebay,2016-06-15 04:00:00,ctws day high see greater ctws ebay glw,0.0,0.0,60.0,40.0,False,1
742879999410085888,ebay,2016-06-15 00:42:00,,0.0,0.0,4.0,21.0,False,1
742851529988841476,ebay,2016-06-14 22:49:00,ebay us former ebay general counsel returns cooley 17 years inc,0.0,0.0,2767.0,279.0,False,0
742848851728596992,ebay,2016-06-14 22:39:00,ebay cl foreign investors starting flock myanmar deals,1.0,0.0,638.0,0.0,False,0
742846349113229312,ebay,2016-06-14 22:29:00,ebay current price see greater ebay rdn hpe,0.0,0.0,77.0,40.0,False,0
742842399127281665,ebay,2016-06-14 22:13:00,goldmans list top 20 stocks highest return potential gs ebay fslr rgnr nflx crm,0.0,0.0,848.0,146.0,False,0
742835214825623553,ebay,2016-06-14 21:44:00,korea partners nationwide convenience store chain gs25 launch smile box read,0.0,0.0,153.0,2.0,False,1
742827600595148800,ebay,2016-06-14 21:14:00,photos adland unites scores dollars 0 thousand raised dan sheppard cup read,0.0,0.0,153.0,2.0,False,1
742814626308587520,ebay,2016-06-14 20:23:00,atvi dis twx ebay rough skies may ahead activision’s ‘skylanders’,0.0,0.0,638.0,0.0,False,1
742795118491508740,ebay,2016-06-14 19:05:00,ceo devin wenig talks future video read,0.0,0.0,153.0,2.0,False,1
742789593137709061,ebay,2016-06-14 18:43:00,huge deal 5 companies next lnkd msft ebay twtr p pypl xoxo,0.0,0.0,2823.0,3184.0,False,1
742774663806214146,ebay,2016-06-14 17:44:00,ebay,2.0,0.0,5591.0,21.0,False,1
742769026624000000,ebay,2016-06-14 17:21:00,symantec follows acquisition path grow cybersecurity space ebay emc symc vmw,0.0,0.0,1877.0,16.0,False,1
742756898743693312,ebay,2016-06-14 16:33:00,ebay top news jun 14 2016 ebay,0.0,0.0,609.0,539.0,False,1
742743997848780800,ebay,2016-06-14 15:42:00,puppet announces puppetconf 2016 speaker lineup featuring speakers github goog read,0.0,0.0,153.0,2.0,False,0
742738705719267328,ebay,2016-06-14 15:21:00,volume alert ebay 23.74 ebay inc ebay hit high today 24.01 closing day 0 23.74 0.15 0.63,0.0,0.0,806.0,447.0,False,1
742735848354029568,ebay,2016-06-14 15:10:00,ebay sell signal 23.89 jun 13 16,1.0,0.0,347.0,5.0,False,1
742730072067575814,ebay,2016-06-14 14:47:00,lnkd ebay huge linkedin deal 5 companies acquisition …,0.0,0.0,767.0,1.0,False,1
742725353647443968,ebay,2016-06-14 14:28:00,theres obvious problem canal boat sale read,0.0,0.0,153.0,2.0,False,1
742699998379450368,ebay,2016-06-14 12:47:00,acrospire investment management llc takes position ebay inc ebay,0.0,0.0,1172.0,58.0,False,0
742687110923067392,ebay,2016-06-14 11:56:00,picnic hampers queens birthday street party go up sale £250 read,0.0,0.0,153.0,2.0,False,0
742679129175298048,ebay,2016-06-14 11:24:00,ebay inc ebay stake cut advisor partners llc,0.0,0.0,1172.0,58.0,False,0
742674826872147968,ebay,2016-06-14 11:07:00,ebay inc ebay stake cut advisor partners llc,0.0,0.0,530.0,6.0,False,1
742670678789345280,ebay,2016-06-14 10:51:00,baba ebay alibaba baba sees revenue growth 48 percent fy17 doesn’t …,0.0,0.0,806.0,5.0,False,1
